x,y,z,diam
1.151999969482421875e+02,2.420000076293945312e+01,-2.040000152587890625e+01,1.500000000000000000e+00
1.218000030517578125e+02,2.440000152587890625e+01,-2.040000152587890625e+01,1.500000000000000000e+00
1.271999969482421875e+02,2.670000076293945312e+01,-2.100000000000000000e+01,1.299999952316284180e+00
1.338000030517578125e+02,2.700000000000000000e+01,-2.200000000000000000e+01,1.000000000000000000e+00
1.370000000000000000e+02,2.670000076293945312e+01,-2.270000076293945312e+01,3.000000119209289551e-01
1.435000000000000000e+02,2.640000152587890625e+01,-2.320000076293945312e+01,1.000000000000000000e+00
1.495000000000000000e+02,2.700000000000000000e+01,-2.570000076293945312e+01,1.000000000000000000e+00
1.578000030517578125e+02,2.800000000000000000e+01,-2.920000076293945312e+01,3.000000119209289551e-01
1.635000000000000000e+02,2.740000152587890625e+01,-3.020000076293945312e+01,5.000000000000000000e-01
1.691999969482421875e+02,2.670000076293945312e+01,-3.020000076293945312e+01,1.299999952316284180e+00
1.731999969482421875e+02,2.570000076293945312e+01,-3.020000076293945312e+01,1.000000000000000000e+00
1.801999969482421875e+02,2.340000152587890625e+01,-3.100000000000000000e+01,5.000000000000000000e-01
1.868000030517578125e+02,2.200000000000000000e+01,-3.170000076293945312e+01,1.500000000000000000e+00
1.961999969482421875e+02,2.120000076293945312e+01,-3.270000076293945312e+01,3.000000119209289551e-01
1.998000030517578125e+02,2.070000076293945312e+01,-3.340000152587890625e+01,5.000000000000000000e-01
2.058000030517578125e+02,1.940000152587890625e+01,-3.540000152587890625e+01,5.000000000000000000e-01
2.118000030517578125e+02,1.620000076293945312e+01,-3.600000000000000000e+01,1.000000000000000000e+00
2.165000000000000000e+02,1.369999980926513672e+01,-3.700000000000000000e+01,5.000000000000000000e-01
2.215000000000000000e+02,1.240000057220458984e+01,-3.720000076293945312e+01,5.000000000000000000e-01
2.270000000000000000e+02,1.099999904632568359e+01,-3.740000152587890625e+01,3.000000119209289551e-01
2.311999969482421875e+02,1.169999980926513672e+01,-3.670000076293945312e+01,1.299999952316284180e+00
2.351999969482421875e+02,1.219999980926513672e+01,-3.670000076293945312e+01,5.000000000000000000e-01
2.408000030517578125e+02,1.369999980926513672e+01,-3.640000152587890625e+01,5.000000000000000000e-01
2.465000000000000000e+02,1.340000057220458984e+01,-3.640000152587890625e+01,3.000000119209289551e-01
2.505000000000000000e+02,1.440000057220458984e+01,-3.640000152587890625e+01,1.000000000000000000e+00
2.545000000000000000e+02,1.440000057220458984e+01,-3.820000076293945312e+01,3.000000119209289551e-01
2.595000000000000000e+02,1.440000057220458984e+01,-3.940000152587890625e+01,3.000000119209289551e-01
2.652000122070312500e+02,1.540000057220458984e+01,-4.200000000000000000e+01,1.000000000000000000e+00
2.745000000000000000e+02,1.569999980926513672e+01,-4.420000076293945312e+01,3.000000119209289551e-01
2.797999877929687500e+02,1.569999980926513672e+01,-4.440000152587890625e+01,3.000000119209289551e-01
2.847999877929687500e+02,1.620000076293945312e+01,-4.500000000000000000e+01,3.000000119209289551e-01
2.870000000000000000e+02,1.499999904632568359e+01,-4.440000152587890625e+01,1.000000000000000000e+00
2.910000000000000000e+02,1.219999980926513672e+01,-4.440000152587890625e+01,3.000000119209289551e-01
2.967999877929687500e+02,8.400000572204589844e+00,-4.600000000000000000e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,4.199999809265136719e+00,-1.620000076293945312e+01,3.000000000000000000e+00
4.079999923706054688e+01,4.199999809265136719e+00,-1.620000076293945312e+01,5.000000000000000000e-01
4.400000000000000000e+01,3.699999809265136719e+00,-1.840000152587890625e+01,1.500000000000000000e+00
4.750000000000000000e+01,3.199999809265136719e+00,-2.220000076293945312e+01,1.000000000000000000e+00
5.179999923706054688e+01,2.399999618530273438e+00,-2.370000076293945312e+01,1.000000000000000000e+00
5.679999923706054688e+01,1.699999809265136719e+00,-2.500000000000000000e+01,5.000000000000000000e-01
6.350000000000000000e+01,1.999998092651367188e-01,-2.620000076293945312e+01,1.500000000000000000e+00
6.719999694824218750e+01,-1.300000190734863281e+00,-2.720000076293945312e+01,1.700000047683715820e+00
7.200000000000000000e+01,-2.800000190734863281e+00,-2.840000152587890625e+01,1.000000000000000000e+00
7.850000000000000000e+01,-5.300000190734863281e+00,-3.000000000000000000e+01,1.299999952316284180e+00
8.280000305175781250e+01,-7.300000190734863281e+00,-2.870000076293945312e+01,1.700000047683715820e+00
8.719999694824218750e+01,-9.300000190734863281e+00,-2.940000152587890625e+01,5.000000000000000000e-01
9.100000000000000000e+01,-1.100000000000000000e+01,-2.900000000000000000e+01,1.299999952316284180e+00
9.550000000000000000e+01,-1.460000038146972656e+01,-2.840000152587890625e+01,1.299999952316284180e+00
9.800000000000000000e+01,-1.800000000000000000e+01,-2.820000076293945312e+01,1.500000000000000000e+00
1.045000000000000000e+02,-2.129999923706054688e+01,-2.820000076293945312e+01,5.000000000000000000e-01
1.081999969482421875e+02,-2.379999923706054688e+01,-3.020000076293945312e+01,1.700000047683715820e+00
1.178000030517578125e+02,-2.529999923706054688e+01,-3.420000076293945312e+01,1.000000000000000000e+00
1.245000000000000000e+02,-2.759999847412109375e+01,-3.500000000000000000e+01,2.000000000000000000e+00
1.321999969482421875e+02,-3.129999923706054688e+01,-3.940000152587890625e+01,1.000000000000000000e+00
1.370000000000000000e+02,-3.259999847412109375e+01,-4.020000076293945312e+01,1.500000000000000000e+00
1.445000000000000000e+02,-3.559999847412109375e+01,-4.020000076293945312e+01,1.299999952316284180e+00
1.498000030517578125e+02,-3.779999923706054688e+01,-4.100000000000000000e+01,5.000000000000000000e-01
1.555000000000000000e+02,-3.879999923706054688e+01,-4.140000152587890625e+01,1.000000000000000000e+00
1.598000030517578125e+02,-4.059999847412109375e+01,-4.000000000000000000e+01,5.000000000000000000e-01
1.641999969482421875e+02,-4.100000000000000000e+01,-4.000000000000000000e+01,5.000000000000000000e-01
1.695000000000000000e+02,-4.259999847412109375e+01,-3.870000076293945312e+01,5.000000000000000000e-01
1.750000000000000000e+02,-4.300000000000000000e+01,-3.700000000000000000e+01,1.000000000000000000e+00
1.808000030517578125e+02,-4.500000000000000000e+01,-3.570000076293945312e+01,5.000000000000000000e-01
1.885000000000000000e+02,-4.629999923706054688e+01,-3.300000000000000000e+01,1.000000000000000000e+00
1.961999969482421875e+02,-4.700000000000000000e+01,-3.220000076293945312e+01,5.000000000000000000e-01
2.028000030517578125e+02,-4.679999923706054688e+01,-3.500000000000000000e+01,5.000000000000000000e-01
2.095000000000000000e+02,-4.759999847412109375e+01,-3.870000076293945312e+01,1.000000000000000000e+00
2.168000030517578125e+02,-4.579999923706054688e+01,-4.120000076293945312e+01,5.000000000000000000e-01
2.231999969482421875e+02,-4.479999923706054688e+01,-4.340000152587890625e+01,3.000000119209289551e-01
2.291999969482421875e+02,-4.429999923706054688e+01,-4.500000000000000000e+01,3.000000119209289551e-01
2.318000030517578125e+02,-4.500000000000000000e+01,-4.570000076293945312e+01,5.000000000000000000e-01
2.360000000000000000e+02,-4.179999923706054688e+01,-4.700000000000000000e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
1.750000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00
1.079999542236328125e+01,2.199999809265136719e+00,-3.799999237060546875e+00,9.000000000000000000e+00
9.000000000000000000e+00,2.199999809265136719e+00,-5.000000000000000000e+00,9.000000000000000000e+00
6.699996948242187500e+00,2.899999618530273438e+00,-5.500000000000000000e+00,7.500000000000000000e+00
5.000000000000000000e+00,2.199999809265136719e+00,-8.000000000000000000e+00,6.300000190734863281e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,2.199999809265136719e+00,-8.000000000000000000e+00,6.300000190734863281e+00
5.399993896484375000e+00,5.400000572204589844e+00,-3.500000000000000000e+00,5.000000000000000000e-01
5.199996948242187500e+00,7.400000572204589844e+00,-5.000000000000000000e+00,1.000000000000000000e+00
3.699996948242187500e+00,8.400000572204589844e+00,-2.500000000000000000e+00,5.000000000000000000e-01
6.799995422363281250e+00,1.040000057220458984e+01,-5.000000000000000000e-01,2.299999952316284180e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.799995422363281250e+00,1.040000057220458984e+01,-5.000000000000000000e-01,2.299999952316284180e+00
8.699996948242187500e+00,1.159999942779541016e+01,-5.000000000000000000e-01,2.299999952316284180e+00
6.399993896484375000e+00,1.259999942779541016e+01,5.000000000000000000e+00,1.000000000000000000e+00
2.399993896484375000e+00,1.390000057220458984e+01,1.150000000000000000e+01,5.000000000000000000e-01
-3.000030517578125000e-01,1.490000057220458984e+01,1.750000000000000000e+01,1.000000000000000000e+00
-8.000030517578125000e-01,1.640000152587890625e+01,2.100000000000000000e+01,1.000000000000000000e+00
-3.300003051757812500e+00,1.960000228881835938e+01,2.550000000000000000e+01,2.299999952316284180e+00
-7.600006103515625000e+00,2.290000152587890625e+01,3.350000000000000000e+01,5.000000000000000000e-01
-8.800003051757812500e+00,2.390000152587890625e+01,3.750000000000000000e+01,1.500000000000000000e+00
-9.300003051757812500e+00,2.740000152587890625e+01,4.100000000000000000e+01,1.500000000000000000e+00
-1.100000000000000000e+01,2.940000152587890625e+01,4.429999923706054688e+01,1.299999952316284180e+00
-1.160000610351562500e+01,3.140000152587890625e+01,4.829999923706054688e+01,1.000000000000000000e+00
-1.080000305175781250e+01,3.420000076293945312e+01,5.270000076293945312e+01,5.000000000000000000e-01
-9.600006103515625000e+00,3.790000152587890625e+01,5.729999923706054688e+01,1.000000000000000000e+00
-8.600006103515625000e+00,4.090000152587890625e+01,6.129999923706054688e+01,2.000000000000000000e+00
-9.600006103515625000e+00,4.340000152587890625e+01,6.450000000000000000e+01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.799995422363281250e+00,1.040000057220458984e+01,-5.000000000000000000e-01,2.299999952316284180e+00
6.799995422363281250e+00,1.040000057220458984e+01,-5.000000000000000000e-01,2.299999952316284180e+00
7.500000000000000000e+00,9.999999046325683594e+00,1.000000000000000000e+00,2.299999952316284180e+00
8.699996948242187500e+00,9.400000572204589844e+00,2.000000000000000000e+00,2.299999952316284180e+00
6.399993896484375000e+00,1.040000057220458984e+01,7.500000000000000000e+00,1.000000000000000000e+00
2.399993896484375000e+00,1.169999980926513672e+01,1.400000000000000000e+01,5.000000000000000000e-01
-3.000030517578125000e-01,1.269999980926513672e+01,2.000000000000000000e+01,1.000000000000000000e+00
-8.000030517578125000e-01,1.419999980926513672e+01,2.350000000000000000e+01,1.000000000000000000e+00
-3.300003051757812500e+00,1.740000152587890625e+01,2.800000000000000000e+01,2.299999952316284180e+00
-7.600006103515625000e+00,2.070000076293945312e+01,3.600000000000000000e+01,5.000000000000000000e-01
-8.800003051757812500e+00,2.170000076293945312e+01,4.000000000000000000e+01,1.500000000000000000e+00
-9.300003051757812500e+00,2.520000076293945312e+01,4.350000000000000000e+01,1.500000000000000000e+00
-1.100000000000000000e+01,2.720000076293945312e+01,4.679999923706054688e+01,1.299999952316284180e+00
-1.160000610351562500e+01,2.920000076293945312e+01,5.079999923706054688e+01,1.000000000000000000e+00
-1.080000305175781250e+01,3.200000000000000000e+01,5.520000076293945312e+01,5.000000000000000000e-01
-9.600006103515625000e+00,3.570000076293945312e+01,5.979999923706054688e+01,1.000000000000000000e+00
-8.600006103515625000e+00,3.870000076293945312e+01,6.379999923706054688e+01,2.000000000000000000e+00
-9.600006103515625000e+00,4.120000076293945312e+01,6.700000000000000000e+01,1.000000000000000000e+00
-1.130000305175781250e+01,4.320000076293945312e+01,6.900000000000000000e+01,5.000000000000000000e-01
-1.300000000000000000e+01,4.370000076293945312e+01,7.400000000000000000e+01,5.000000000000000000e-01
-1.360000610351562500e+01,4.420000076293945312e+01,7.750000000000000000e+01,1.000000000000000000e+00
-1.500000000000000000e+01,4.300000000000000000e+01,8.219999694824218750e+01,5.000000000000000000e-01
-1.500000000000000000e+01,4.400000000000000000e+01,8.880000305175781250e+01,1.299999952316284180e+00
-1.500000000000000000e+01,4.320000076293945312e+01,9.319999694824218750e+01,1.000000000000000000e+00
-1.560000610351562500e+01,4.220000076293945312e+01,9.600000000000000000e+01,5.000000000000000000e-01
-1.530000305175781250e+01,4.170000076293945312e+01,9.800000000000000000e+01,1.000000000000000000e+00
-1.400000000000000000e+01,4.300000000000000000e+01,1.020000000000000000e+02,2.000000000000000000e+00
-1.100000000000000000e+01,4.400000000000000000e+01,1.070000000000000000e+02,1.000000000000000000e+00
-1.030000305175781250e+01,4.400000000000000000e+01,1.100000000000000000e+02,5.000000000000000000e-01
-1.030000305175781250e+01,4.240000152587890625e+01,1.118000030517578125e+02,5.000000000000000000e-01
-9.800003051757812500e+00,4.640000152587890625e+01,1.181999969482421875e+02,3.000000119209289551e-01
-9.600006103515625000e+00,4.840000152587890625e+01,1.201999969482421875e+02,3.000000119209289551e-01
-1.130000305175781250e+01,4.900000000000000000e+01,1.210000000000000000e+02,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,2.199999809265136719e+00,-8.000000000000000000e+00,6.300000190734863281e+00
2.699996948242187500e+00,4.199999809265136719e+00,-7.500000000000000000e+00,6.000000000000000000e+00
0.000000000000000000e+00,4.400000572204589844e+00,-9.299999237060546875e+00,6.300000190734863281e+00
-4.000000000000000000e+00,5.400000572204589844e+00,-9.500000000000000000e+00,6.699999809265136719e+00
-4.300003051757812500e+00,5.400000572204589844e+00,-1.150000000000000000e+01,6.500000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.300003051757812500e+00,5.400000572204589844e+00,-1.150000000000000000e+01,6.500000000000000000e+00
-5.800003051757812500e+00,2.899999618530273438e+00,-1.150000000000000000e+01,4.500000000000000000e+00
-6.300003051757812500e+00,2.399999618530273438e+00,-1.250000000000000000e+01,2.500000000000000000e+00
-7.000000000000000000e+00,1.199999809265136719e+00,-1.429999923706054688e+01,1.700000047683715820e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,1.199999809265136719e+00,-1.429999923706054688e+01,1.700000047683715820e+00
-7.000000000000000000e+00,1.599999427795410156e+00,-1.550000000000000000e+01,5.000000000000000000e-01
-8.300003051757812500e+00,-1.100000381469726562e+00,-1.750000000000000000e+01,2.000000000000000000e+00
-1.030000305175781250e+01,-3.400000572204589844e+00,-1.950000000000000000e+01,1.500000000000000000e+00
-1.030000305175781250e+01,-7.600000381469726562e+00,-2.470000076293945312e+01,1.500000000000000000e+00
-9.600006103515625000e+00,-1.080000019073486328e+01,-2.670000076293945312e+01,1.000000000000000000e+00
-9.000000000000000000e+00,-1.480000019073486328e+01,-3.200000000000000000e+01,1.500000000000000000e+00
-1.160000610351562500e+01,-1.910000038146972656e+01,-3.550000000000000000e+01,2.000000000000000000e+00
-1.180000305175781250e+01,-2.310000038146972656e+01,-3.850000000000000000e+01,1.000000000000000000e+00
-1.200000000000000000e+01,-2.560000038146972656e+01,-4.070000076293945312e+01,2.000000000000000000e+00
-1.030000305175781250e+01,-2.779999923706054688e+01,-4.370000076293945312e+01,2.000000000000000000e+00
-7.800003051757812500e+00,-3.009999847412109375e+01,-4.550000000000000000e+01,1.500000000000000000e+00
-3.300003051757812500e+00,-3.559999847412109375e+01,-4.730000305175781250e+01,5.000000000000000000e-01
-1.600006103515625000e+00,-3.959999847412109375e+01,-4.950000000000000000e+01,1.500000000000000000e+00
-3.000030517578125000e-01,-4.279999923706054688e+01,-5.169999694824218750e+01,1.700000047683715820e+00
1.399993896484375000e+00,-4.609999847412109375e+01,-5.400000000000000000e+01,3.500000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.399993896484375000e+00,-4.609999847412109375e+01,-5.400000000000000000e+01,3.500000000000000000e+00
1.399993896484375000e+00,-4.679999923706054688e+01,-5.469999694824218750e+01,1.700000047683715820e+00
1.000000000000000000e+00,-4.759999847412109375e+01,-5.530000305175781250e+01,1.500000000000000000e+00
1.199996948242187500e+00,-4.979999923706054688e+01,-5.750000000000000000e+01,1.500000000000000000e+00
1.399993896484375000e+00,-5.379999923706054688e+01,-6.000000000000000000e+01,1.500000000000000000e+00
3.000000000000000000e+00,-5.659999847412109375e+01,-6.200000000000000000e+01,1.000000000000000000e+00
4.199996948242187500e+00,-6.039999771118164062e+01,-6.450000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,-6.359999847412109375e+01,-6.669999694824218750e+01,5.000000000000000000e-01
3.699996948242187500e+00,-6.639999389648437500e+01,-6.830000305175781250e+01,5.000000000000000000e-01
4.000000000000000000e+00,-7.080000305175781250e+01,-7.030000305175781250e+01,1.299999952316284180e+00
3.199996948242187500e+00,-7.459999847412109375e+01,-7.250000000000000000e+01,5.000000000000000000e-01
3.399993896484375000e+00,-7.839999389648437500e+01,-7.430000305175781250e+01,5.000000000000000000e-01
4.699996948242187500e+00,-8.239999389648437500e+01,-7.630000305175781250e+01,5.000000000000000000e-01
5.699996948242187500e+00,-8.610000610351562500e+01,-7.869999694824218750e+01,5.000000000000000000e-01
6.699996948242187500e+00,-8.880000305175781250e+01,-8.069999694824218750e+01,1.000000000000000000e+00
8.399993896484375000e+00,-9.380000305175781250e+01,-8.450000000000000000e+01,1.000000000000000000e+00
9.199996948242187500e+00,-9.760000610351562500e+01,-8.569999694824218750e+01,1.000000000000000000e+00
1.039999389648437500e+01,-1.026000061035156250e+02,-9.030000305175781250e+01,5.000000000000000000e-01
1.219999694824218750e+01,-1.083999938964843750e+02,-9.650000000000000000e+01,3.000000119209289551e-01
1.300000000000000000e+01,-1.126000061035156250e+02,-1.010000000000000000e+02,3.000000119209289551e-01
1.400000000000000000e+01,-1.183999938964843750e+02,-1.055000000000000000e+02,3.000000119209289551e-01
1.439999389648437500e+01,-1.248000030517578125e+02,-1.110000000000000000e+02,1.000000000000000000e+00
1.739999389648437500e+01,-1.323999938964843750e+02,-1.175000000000000000e+02,1.000000000000000000e+00
1.839999389648437500e+01,-1.351000061035156250e+02,-1.195000000000000000e+02,1.000000000000000000e+00
2.019999694824218750e+01,-1.376000061035156250e+02,-1.215000000000000000e+02,3.000000119209289551e-01
2.219999694824218750e+01,-1.401000061035156250e+02,-1.240000000000000000e+02,3.000000119209289551e-01
2.469999694824218750e+01,-1.446000061035156250e+02,-1.283000030517578125e+02,3.000000119209289551e-01
2.700000000000000000e+01,-1.478000030517578125e+02,-1.310000000000000000e+02,3.000000119209289551e-01
2.800000000000000000e+01,-1.504000091552734375e+02,-1.333000030517578125e+02,3.000000119209289551e-01
2.869999694824218750e+01,-1.526000061035156250e+02,-1.376999969482421875e+02,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.399993896484375000e+00,-4.609999847412109375e+01,-5.400000000000000000e+01,3.500000000000000000e+00
2.699996948242187500e+00,-4.609999847412109375e+01,-5.450000000000000000e+01,3.000000119209289551e-01
3.699996948242187500e+00,-4.809999847412109375e+01,-5.400000000000000000e+01,1.299999952316284180e+00
5.699996948242187500e+00,-5.159999847412109375e+01,-5.569999694824218750e+01,1.000000000000000000e+00
8.199996948242187500e+00,-5.359999847412109375e+01,-5.730000305175781250e+01,3.000000119209289551e-01
9.199996948242187500e+00,-5.679999923706054688e+01,-6.000000000000000000e+01,1.000000000000000000e+00
9.699996948242187500e+00,-5.909999847412109375e+01,-6.200000000000000000e+01,1.500000000000000000e+00
1.300000000000000000e+01,-6.309999847412109375e+01,-6.569999694824218750e+01,1.000000000000000000e+00
1.469999694824218750e+01,-6.580000305175781250e+01,-6.669999694824218750e+01,5.000000000000000000e-01
1.900000000000000000e+01,-7.059999847412109375e+01,-7.030000305175781250e+01,5.000000000000000000e-01
2.169999694824218750e+01,-7.710000610351562500e+01,-7.169999694824218750e+01,3.000000119209289551e-01
2.400000000000000000e+01,-8.010000610351562500e+01,-7.250000000000000000e+01,3.000000119209289551e-01
2.600000000000000000e+01,-8.360000610351562500e+01,-7.369999694824218750e+01,1.000000000000000000e+00
2.769999694824218750e+01,-8.780000305175781250e+01,-7.530000305175781250e+01,5.000000000000000000e-01
3.069999694824218750e+01,-9.160000610351562500e+01,-7.700000000000000000e+01,1.000000000000000000e+00
3.269999694824218750e+01,-9.260000610351562500e+01,-7.830000305175781250e+01,1.000000000000000000e+00
3.639999771118164062e+01,-9.660000610351562500e+01,-8.069999694824218750e+01,1.000000000000000000e+00
4.219999694824218750e+01,-1.031000061035156250e+02,-8.530000305175781250e+01,5.000000000000000000e-01
4.739999771118164062e+01,-1.073999938964843750e+02,-8.930000305175781250e+01,5.000000000000000000e-01
5.169999694824218750e+01,-1.108000030517578125e+02,-9.569999694824218750e+01,5.000000000000000000e-01
5.369999694824218750e+01,-1.133999938964843750e+02,-9.900000000000000000e+01,5.000000000000000000e-01
5.539999771118164062e+01,-1.156000061035156250e+02,-1.010000000000000000e+02,5.000000000000000000e-01
5.999999618530273438e+01,-1.168000030517578125e+02,-1.073000030517578125e+02,1.500000000000000000e+00
6.539999389648437500e+01,-1.183999938964843750e+02,-1.143000030517578125e+02,1.299999952316284180e+00
6.819999694824218750e+01,-1.196000061035156250e+02,-1.180000000000000000e+02,3.000000119209289551e-01
7.100000000000000000e+01,-1.201000061035156250e+02,-1.200000000000000000e+02,5.000000000000000000e-01
7.300000000000000000e+01,-1.206000061035156250e+02,-1.216999969482421875e+02,3.000000119209289551e-01
7.819999694824218750e+01,-1.213999938964843750e+02,-1.236999969482421875e+02,3.000000119209289551e-01
8.019999694824218750e+01,-1.233999938964843750e+02,-1.256999969482421875e+02,5.000000000000000000e-01
8.219999694824218750e+01,-1.253999938964843750e+02,-1.266999969482421875e+02,3.000000119209289551e-01
8.369999694824218750e+01,-1.278000030517578125e+02,-1.296999969482421875e+02,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,1.199999809265136719e+00,-1.429999923706054688e+01,1.700000047683715820e+00
-7.300003051757812500e+00,1.399999618530273438e+00,-1.270000076293945312e+01,1.500000000000000000e+00
-9.000000000000000000e+00,-6.000003814697265625e-01,-1.329999923706054688e+01,1.000000000000000000e+00
-1.260000610351562500e+01,-3.600000381469726562e+00,-1.270000076293945312e+01,1.500000000000000000e+00
-1.680000305175781250e+01,-8.600000381469726562e+00,-1.170000076293945312e+01,1.299999952316284180e+00
-2.030000305175781250e+01,-1.110000038146972656e+01,-1.170000076293945312e+01,1.000000000000000000e+00
-2.200000000000000000e+01,-1.380000019073486328e+01,-1.029999923706054688e+01,1.299999952316284180e+00
-2.380000305175781250e+01,-1.639999961853027344e+01,-1.050000000000000000e+01,5.000000000000000000e-01
-2.660000610351562500e+01,-2.110000038146972656e+01,-1.050000000000000000e+01,1.000000000000000000e+00
-2.900000000000000000e+01,-2.310000038146972656e+01,-1.029999923706054688e+01,5.000000000000000000e-01
-3.180000305175781250e+01,-2.610000038146972656e+01,-1.029999923706054688e+01,5.000000000000000000e-01
-3.360000610351562500e+01,-3.009999847412109375e+01,-1.029999923706054688e+01,5.000000000000000000e-01
-3.580000305175781250e+01,-3.409999847412109375e+01,-1.050000000000000000e+01,1.500000000000000000e+00
-3.830000305175781250e+01,-3.709999847412109375e+01,-9.500000000000000000e+00,1.500000000000000000e+00
-3.960000610351562500e+01,-4.279999923706054688e+01,-1.150000000000000000e+01,1.299999952316284180e+00
-4.100000000000000000e+01,-4.639999771118164062e+01,-1.250000000000000000e+01,5.000000000000000000e-01
-4.230000305175781250e+01,-5.109999847412109375e+01,-1.350000000000000000e+01,1.000000000000000000e+00
-4.230000305175781250e+01,-5.579999923706054688e+01,-1.429999923706054688e+01,1.000000000000000000e+00
-4.330000305175781250e+01,-5.909999847412109375e+01,-1.470000076293945312e+01,1.700000047683715820e+00
-4.430000305175781250e+01,-6.239999771118164062e+01,-1.500000000000000000e+01,1.500000000000000000e+00
-4.530000305175781250e+01,-6.509999847412109375e+01,-1.450000000000000000e+01,1.000000000000000000e+00
-4.580000305175781250e+01,-7.059999847412109375e+01,-1.400000000000000000e+01,1.500000000000000000e+00
-4.680000305175781250e+01,-7.580000305175781250e+01,-1.350000000000000000e+01,1.500000000000000000e+00
-4.830000305175781250e+01,-7.980000305175781250e+01,-1.300000000000000000e+01,1.000000000000000000e+00
-4.880000305175781250e+01,-8.380000305175781250e+01,-1.250000000000000000e+01,5.000000000000000000e-01
-4.960000610351562500e+01,-8.760000610351562500e+01,-1.200000000000000000e+01,3.000000119209289551e-01
-5.000000000000000000e+01,-9.260000610351562500e+01,-1.250000000000000000e+01,5.000000000000000000e-01
-5.160000610351562500e+01,-9.860000610351562500e+01,-1.250000000000000000e+01,1.500000000000000000e+00
-5.200000000000000000e+01,-1.036000061035156250e+02,-1.150000000000000000e+01,1.000000000000000000e+00
-5.200000000000000000e+01,-1.086000061035156250e+02,-1.050000000000000000e+01,5.000000000000000000e-01
-5.280000305175781250e+01,-1.138000030517578125e+02,-1.000000000000000000e+01,1.299999952316284180e+00
-5.430000305175781250e+01,-1.171000061035156250e+02,-9.500000000000000000e+00,1.000000000000000000e+00
-5.630000305175781250e+01,-1.204000015258789062e+02,-9.000000000000000000e+00,1.000000000000000000e+00
-5.700000000000000000e+01,-1.216000061035156250e+02,-8.500000000000000000e+00,5.000000000000000000e-01
-5.680000305175781250e+01,-1.266000061035156250e+02,-9.000000000000000000e+00,5.000000000000000000e-01
-5.660000610351562500e+01,-1.291000061035156250e+02,-9.000000000000000000e+00,3.000000119209289551e-01
-5.680000305175781250e+01,-1.351000061035156250e+02,-1.070000076293945312e+01,1.000000000000000000e+00
-5.830000305175781250e+01,-1.408000030517578125e+02,-1.150000000000000000e+01,1.000000000000000000e+00
-6.030000305175781250e+01,-1.454000091552734375e+02,-1.250000000000000000e+01,1.500000000000000000e+00
-6.030000305175781250e+01,-1.456000061035156250e+02,-1.150000000000000000e+01,1.299999952316284180e+00
-6.400000000000000000e+01,-1.484000091552734375e+02,-1.350000000000000000e+01,1.000000000000000000e+00
-6.630000305175781250e+01,-1.518000030517578125e+02,-1.370000076293945312e+01,5.000000000000000000e-01
-7.000000000000000000e+01,-1.561000061035156250e+02,-1.600000000000000000e+01,5.000000000000000000e-01
-7.230000305175781250e+01,-1.578000030517578125e+02,-1.800000000000000000e+01,3.000000119209289551e-01
-7.500000000000000000e+01,-1.604000091552734375e+02,-1.600000000000000000e+01,3.000000119209289551e-01
-7.930000305175781250e+01,-1.631000061035156250e+02,-1.470000076293945312e+01,3.000000119209289551e-01
-8.100000000000000000e+01,-1.656000061035156250e+02,-1.400000000000000000e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.300003051757812500e+00,5.400000572204589844e+00,-1.150000000000000000e+01,6.500000000000000000e+00
-6.600006103515625000e+00,6.599999427795410156e+00,-1.070000076293945312e+01,5.500000000000000000e+00
-1.230000305175781250e+01,9.199999809265136719e+00,-9.500000000000000000e+00,6.699999809265136719e+00
-1.630000305175781250e+01,1.040000057220458984e+01,-9.000000000000000000e+00,6.500000000000000000e+00
